Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
Middle East & North Africa	MEA	GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent)	EG.GDP.PUSE.KO.PP.KD											6.537794538	6.128237979	7.105288172	8.127241099	19.99864533	16.30917766	16.649474	14.77517069	15.96676335	25.8676772	19.17771448	16.8016011	8.901110822	9.028152028	9.988849988	9.499163663	6.113491153	6.6779318	5.240834031	7.227557175	9.334813364	9.065183501	8.676221259	8.225161586	7.872757647	7.877429235	8.103178235	7.920435705	8.200553002	7.959456313	8.197903732	7.710848062	7.524980736	7.772330502	7.830066715	7.692759561	7.645321889	7.65557903	7.438810752	7.233165844	7.246381367	7.429339171	7.102652322	7.26780302	7.117585309	4.88657467	4.591995421	5.288047992	4.203677894		
Middle East & North Africa	MEA	"GDP, PPP (constant 2017 international $)"	NY.GDP.MKTP.PP.KD																															2.70056E+12	2.8209E+12	2.94803E+12	3.01683E+12	3.08588E+12	3.1758E+12	3.32572E+12	3.43289E+12	3.59248E+12	3.65726E+12	3.86143E+12	3.91412E+12	3.97856E+12	4.20154E+12	4.52516E+12	4.75126E+12	5.02429E+12	5.28385E+12	5.53192E+12	5.57921E+12	5.85298E+12	6.07176E+12	6.29192E+12	6.45626E+12	6.64906E+12	6.83615E+12	7.18239E+12	7.30773E+12	7.39282E+12	7.44109E+12	
Middle East & North Africa	MEA	"GDP, PPP (current international $)"	NY.GDP.MKTP.PP.CD																	9.46383417	11.19544648	11.9647454	10.49914808	10.26821066	12.25233625	9.196652886	6.42095734	4.420914849	3.99819635	2.226692897	1.574108222	1.386118481	1.374581842	1.97148E+12	2.21628E+12	2.37013E+12	2.48593E+12	2.59342E+12	2.71813E+12	2.89725E+12	3.04391E+12	3.22686E+12	3.33323E+12	3.60251E+12	3.72961E+12	3.85408E+12	4.12634E+12	4.57995E+12	4.94857E+12	5.3871E+12	5.81439E+12	6.19306E+12	6.28796E+12	6.67946E+12	7.05544E+12	7.43517E+12	7.53494E+12	7.55211E+12	6.93798E+12	6.91349E+12	7.31754E+12	7.59203E+12	7.79039E+12	
Middle East & North Africa (excluding high income)	MNA	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG							7.366855467	9.578310387	11.96391169	12.76597972	9.509930491	9.212610824	13.82697071	7.022499327	6.655409851	0.518180646	15.3610907	-1.066656449	-6.365115494	-2.981816714	-11.93660831	-0.692429056	15.74415856	4.571537034	-1.780632562	3.149300173	-2.932795939	1.83216392	-0.702144296	2.742672478	12.90622659	-1.390975355	4.646357551	2.78933056	1.444652934	2.55993854	6.090564196	3.270726668	6.813517905	4.265520645	4.444548287	2.229079437	3.334556366	2.784424049	8.091009643	4.544927944	5.505623764	6.085424593	3.536790755	2.552608278	5.249468078	-0.939013133	2.799480687	1.718870795	2.116605189	0.7443996	7.836024149	2.906722609	-0.378075666	-0.366182278	
Middle East & North Africa (excluding high income)	MNA	GDP per capita (constant 2010 US$)	NY.GDP.PCAP.KD						1962.40527	2050.88567	2187.041636	2383.08182	2616.147397	2790.427489	2969.704681	3295.084943	3437.746095	3573.296598	3498.677194	3929.602051	3783.444269	3445.466608	3248.308855	2777.217706	2675.301625	3001.791481	3042.190446	2896.304455	2897.20643	2728.768223	2697.94957	2603.230209	2601.657354	2835.608086	2725.781054	2783.740356	2795.555541	2773.639318	2784.936828	2895.354599	2932.711522	3075.140046	3148.935622	3230.838923	3245.114688	3295.184442	3328.490107	3535.823951	3632.811751	3766.648655	3926.679567	3994.72763	4024.861687	4161.335395	4048.809716	4087.488344	4083.241316	4095.771425	4054.406316	4297.711355	4348.987763	4260.694357	4173.584234	
Middle East & North Africa (excluding high income)	MNA	GDP per capita (constant LCU)	NY.GDP.PCAP.KN																																									5.965466471					6.14059144					5.860951193					5.686207606			5.641550452		
Middle East & North Africa (excluding high income)	MNA	GDP per capita (current LCU)	NY.GDP.PCAP.CN																																									19.91023223					20.21500327					19.2784097					18.894199			18.81260512		
Middle East & North Africa (excluding high income)	MNA	GDP per capita (current US$)	NY.GDP.PCAP.CD																																		1199.410704	1201.171168	1341.014954	1523.843787	1535.147569	1529.601802	1588.735355	1617.246306	1640.592638	1558.346062	1729.090456	1981.102876	2293.128502	2618.357069	3179.074212	3870.838095	3670.951433	4161.335395	4624.700043	5013.401358	4609.291707	4472.138824	3956.894083	3942.961844	3815.062356	3970.848245		
Middle East & North Africa (excluding high income)	MNA	"GDP per capita, PPP (constant 2017 international $)"	NY.GDP.PCAP.PP.KD	245611	251722	244516	292337	335341	381021	425630	459789	539022	566117	652471	716370	768424	812116	957319	1126574	1077259	986948	850318	897313	972945	961093	1002704	1148640	1107562	1053084	1061725	1084902	2435114	2262253	6892.009069	6680.90888	6814.208278	6830.639608	6792.27659	6834.91528	7096.318687	7193.342902	7516.30999	7702.744357	7916.853266	7968.233563	8092.448305	8200.480348	8657.502551	8892.326888	9228.820165	9636.620336	9846.058087	9948.694701	10274.15121	10094.00431	10154.11142	10151.60991	10213.25391	10218.21129	10780.75295	10930.15866	10789.58137	10650.242	
Middle East & North Africa (excluding high income)	MNA	"GDP per capita, PPP (current international $)"	NY.GDP.PCAP.PP.CD																															4795.179033	5159.569775	5389.340226	5539.02111	5611.715286	5763.708907	6091.701421	6287.826347	6666.838233	6937.840019	7289.793334	7487.478771	7722.887364	7935.566325	8644.184102	9158.290009	9786.869712	10476.64412	10878.95778	11048.78781	11555.15559	11509.39104	11815.55696	11704.80143	11378.44603	10686.07652	10623.59063	10932.11486	11054.39386	11123.53261	
Middle East & North Africa (excluding high income)	MNA	GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent)	EG.GDP.PUSE.KO.PP.KD																					1.850493065	1.967365733	2.040287493	1.497265081	1.293348279	1.663862853	0.814138194	2.742004363	3.543861821	3.652290021	8.557586454	8.222045279	7.900166484	7.455666499	7.106446447	7.066421536	7.525679552	7.076654272	7.690531494	7.515206941	7.871341169	7.482918129	7.535581405	7.588719253	7.5762377	7.270877612	7.405416003	7.51482263	7.37912549	7.343011969	7.620553923	7.499617175	7.244790041	7.239895358	7.107888383	0.684140443	0.607250364	0.714802044	0.702449084		
Middle East & North Africa (excluding high income)	MNA	"GDP, PPP (constant 2017 international $)"	NY.GDP.MKTP.PP.KD																															1.55938E+12	1.55065E+12	1.62061E+12	1.66278E+12	1.69058E+12	1.73766E+12	1.84101E+12	1.90267E+12	2.0252E+12	2.11325E+12	2.21102E+12	2.26496E+12	2.34086E+12	2.41376E+12	2.59295E+12	2.70999E+12	2.86194E+12	3.04106E+12	3.16225E+12	3.25224E+12	3.41901E+12	3.42E+12	3.50321E+12	3.56625E+12	3.65264E+12	3.71918E+12	3.99186E+12	4.11572E+12	4.1313E+12	4.14781E+12	
Middle East & North Africa (excluding high income)	MNA	"GDP, PPP (current international $)"	NY.GDP.MKTP.PP.CD														1.458342671	1.479153906	1.81592088	1.670516031	1.183636486	1.423982395	1.811740496	1.745174856	1.524921988	2.170478173	2.119651617	1.990725912	2.545760354	2.646161682	2.178750666	1.824626754	2.40449146	1.08495E+12	1.19754E+12	1.28174E+12	1.34836E+12	1.39674E+12	1.46533E+12	1.58038E+12	1.66316E+12	1.79632E+12	1.9034E+12	2.03589E+12	2.12831E+12	2.23396E+12	2.33578E+12	2.58896E+12	2.79104E+12	3.035E+12	3.30615E+12	3.49398E+12	3.61186E+12	3.8453E+12	3.89955E+12	4.07641E+12	4.11189E+12	4.06936E+12	3.88947E+12	3.93367E+12	4.11645E+12	4.23269E+12	4.33214E+12	
Middle East & North Africa (IDA & IBRD countries)	TMN	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG							7.366855467	9.578310387	11.96391169	12.76597972	9.509930491	9.212610824	13.82697071	7.022499327	6.655409851	0.518180646	15.3610907	-1.066656449	-6.365115494	-2.981816714	-11.93660831	-0.692429056	15.74415856	4.571537034	-1.780632562	3.149300173	-2.932795939	1.83216392	-0.702144296	2.742672478	12.90622659	-1.390975355	4.646357551	2.78933056	1.444652934	2.52736922	6.126957026	3.189594007	6.754022268	4.231503703	4.552505351	2.312889926	3.436424538	2.723252017	8.007378343	4.498893533	5.5528801	6.101083784	3.51083544	2.510801507	5.245597934	-1.016674039	2.772581653	1.693774077	2.136328121	0.719165445	7.827045218	2.919831141	-0.392016144	-0.377790201	
Middle East & North Africa (IDA & IBRD countries)	TMN	GDP per capita (constant 2010 US$)	NY.GDP.PCAP.KD						1950.055369	2037.97894	2173.278043	2368.084497	2599.683335	2772.866639	2951.015596	3274.34816	3416.11151	3550.80896	3476.659155	3904.872095	3759.634119	3423.783436	3227.866445	2759.739989	2658.465291	2982.900466	3023.04519	2878.077295	2878.973595	2711.595411	2680.970707	2586.847438	2585.284482	2842.616721	2732.98763	2791.617684	2804.025849	2782.639024	2793.72537	2906.197579	2942.144836	3083.539018	3156.75331	3242.472176	3259.743281	3313.587724	3345.381407	3551.333752	3647.467075	3783.878347	3945.579346	4013.397529	4042.436818	4179.743297	4063.873067	4101.935747	4096.946905	4110.581852	4068.305034	4312.356989	4364.525455	4275.76076	4188.267515	
Middle East & North Africa (IDA & IBRD countries)	TMN	GDP per capita (constant LCU)	NY.GDP.PCAP.KN																																									0.958794012					0.963548765					1.269694343					1.419304764			1.411462228		
Middle East & North Africa (IDA & IBRD countries)	TMN	GDP per capita (current LCU)	NY.GDP.PCAP.CN																																									4.019060814					4.036134301					5.587258153					6.35003246			6.322444512		
Middle East & North Africa (IDA & IBRD countries)	TMN	GDP per capita (current US$)	NY.GDP.PCAP.CD																																		1199.044397	1201.061487	1341.027703	1525.884412	1536.548751	1530.100335	1589.499222	1618.590913	1643.806655	1562.708667	1734.254986	1987.279668	2301.468762	2630.102711	3196.170105	3891.748027	3687.829339	4179.743297	4644.825584	5036.030922	4624.13536	4484.941843	3964.475378	3947.218704	3816.596803	3975.048437		
Middle East & North Africa (IDA & IBRD countries)	TMN	"GDP per capita, PPP (constant 2017 international $)"	NY.GDP.PCAP.PP.KD	8519482	10440531	12320121	12643737	15482035	14222605	15966803	17877991	18917858	17612765	20880530	19209150	13530351	11963598	14205450	13498396	14456492	13263120	15011515	15712843	15215091	15698813.6	16684659.6	14992412.64	17547780.42	19303851.11	21292550.12	21243183.47	23989644.57	24430813.21	6915.376771	6704.712379	6839.754679	6857.616052	6820.561906	6863.144538	7129.437502	7223.874433	7544.906069	7730.496495	7953.383252	8011.566805	8144.239691	8249.497347	8703.778366	8937.159991	9279.913929	9692.202993	9902.026258	10002.8683	10330.65241	10144.09127	10202.69139	10198.75341	10263.30505	10267.52733	10832.30842	10984.19708	10843.36213	10703.94222	
Middle East & North Africa (IDA & IBRD countries)	TMN	"GDP per capita, PPP (current international $)"	NY.GDP.PCAP.PP.CD																															4820.313054	5187.504717	5419.523874	5571.154793	5645.479469	5798.698525	6131.349306	6327.57067	6707.312566	6979.257336	7338.351757	7541.579585	7783.792843	7996.062482	8706.90463	9223.213923	9859.71071	10556.47316	10961.54017	11131.18788	11642.16632	11591.92386	11892.99053	11779.9195	11448.20862	10742.01247	10674.54182	10985.80756	11109.1352	11179.25758	
Middle East & North Africa (IDA & IBRD countries)	TMN	GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent)	EG.GDP.PUSE.KO.PP.KD											3.308197429	3.448329591	4.058858526	5.669846349	15.05073412	12.52570566	14.00203338	13.86866211	12.26657137	21.9704836	20.17022981	15.63624823	11.43926762	11.30251563	10.45924192	9.32520257	5.495241108	7.261597296	6.49505799	8.862792581	8.557586454	8.222045279	7.900166484	7.455666499	7.106446447	7.066421536	7.525679552	7.076654272	7.690531494	7.515206941	7.871341169	7.482918129	7.535581405	7.588719253	7.5762377	7.270877612	7.405416003	7.51482263	7.37912549	7.343011969	7.620553923	7.499617175	7.244790041	7.239895358	7.107888383	4.896217387	4.180819936	5.035962953	5.663990817		
Middle East & North Africa (IDA & IBRD countries)	TMN	"GDP, PPP (constant 2017 international $)"	NY.GDP.MKTP.PP.KD																															1.55099E+12	1.5423E+12	1.61189E+12	1.65383E+12	1.68148E+12	1.72786E+12	1.83115E+12	1.89119E+12	2.01196E+12	2.09884E+12	2.19798E+12	2.25326E+12	2.33079E+12	2.40216E+12	2.57863E+12	2.69397E+12	2.84618E+12	3.02473E+12	3.14465E+12	3.23305E+12	3.3987E+12	3.39758E+12	3.47936E+12	3.54124E+12	3.62771E+12	3.69329E+12	3.96364E+12	4.08713E+12	4.10234E+12	4.11857E+12	
Middle East & North Africa (IDA & IBRD countries)	TMN	"GDP, PPP (current international $)"	NY.GDP.MKTP.PP.CD																	10.54435351	8.55778413	6.507327622	8.193540832	6.80261499	4.593678591	4.639057892	4.9540573	4.795183345	6.227465331	5.994238538	6.364024154	4.942717623	4.61655093	1.0811E+12	1.1933E+12	1.27719E+12	1.34358E+12	1.39179E+12	1.45987E+12	1.5748E+12	1.65654E+12	1.7886E+12	1.89488E+12	2.02801E+12	2.12108E+12	2.22764E+12	2.32836E+12	2.57956E+12	2.7802E+12	3.024E+12	3.29445E+12	3.48113E+12	3.59773E+12	3.83018E+12	3.8825E+12	4.0558E+12	4.09025E+12	4.04653E+12	3.86396E+12	3.90591E+12	4.08773E+12	4.20289E+12	4.30146E+12	
Middle income	MIC	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG		2.436723772	3.760620265	4.862701278	7.838366243	5.633152509	4.428673153	3.78481238	6.702871298	7.75598922	8.134655308	6.433266746	6.533662282	7.500982133	6.0673145	4.068820405	6.739757006	4.220029677	2.934319697	4.132392278	3.860135616	1.698866886	2.673569032	1.111945084	4.400578955	4.355058542	4.103415258	4.601789512	3.800888791	2.777807553	2.160411933	1.307671681	0.882985325	2.736819717	2.386139473	3.522433341	4.852158652	4.881784271	2.005440552	3.235146289	5.639347864	3.41439344	4.294643236	5.429438921	7.739646289	7.006870145	7.89618963	8.4479849	5.544822556	2.336744734	7.471240533	6.025141024	5.190697232	5.137435198	4.460416622	3.969675467	4.301373606	4.949010827	4.436980249	3.673071769	
Middle income	MIC	GDP per capita (constant 2010 US$)	NY.GDP.PCAP.KD	1016.315041	1028.233495	1047.466764	1072.875079	1130.533708	1166.744653	1189.290728	1205.634923	1256.439296	1321.801416	1395.388784	1449.983081	1509.528058	1586.681138	1646.67172	1678.332615	1755.643928	1794.20688	1811.077537	1849.208747	1883.384723	1877.88182	1889.187434	1871.843003	1915.829377	1960.103005	2000.298309	2050.858369	2087.175516	2104.480218	2105.583311	2095.490405	2078.346142	2100.512897	2116.564072	2157.305893	2227.713436	2301.676798	2313.866049	2355.448219	2454.650657	2505.192526	2579.448922	2685.534645	2857.846589	3020.974759	3220.581828	3451.508897	3600.151365	3641.090948	3867.485056	4052.610947	4213.386869	4378.333792	4520.895363	4646.892687	4792.136159	4973.396774	5138.709825	5272.861454	
Middle income	MIC	GDP per capita (constant LCU)	NY.GDP.PCAP.KN																																									1.738422032					1.781749284					2.657418849					2.783918327			2.779655926		
Middle income	MIC	GDP per capita (current LCU)	NY.GDP.PCAP.CN																																									6.424345657					6.561409361					9.821293987					10.1033894			10.02937309		
Middle income	MIC	GDP per capita (current US$)	NY.GDP.PCAP.CD	148.5075805	141.0422348	144.3568418	150.6285551	166.3408771	178.5354144	180.0728841	181.0872849	187.0105037	203.81863	218.787519	230.10347	251.6482703	311.769399	390.1888115	421.3756573	447.010757	492.3332647	523.3063564	612.5287016	707.9752266	784.972875	759.6746042	720.3804858	714.5413194	738.1441009	747.7530103	749.4774476	792.4538511	802.9772151	898.9814245	945.092265	922.0421596	965.2145225	1032.394711	1136.943981	1223.981135	1276.843886	1219.843366	1174.652336	1264.826261	1263.91297	1271.180785	1413.948387	1658.241571	1952.908866	2294.120905	2804.836547	3326.798684	3214.329035	3867.485056	4518.535355	4771.6412	4992.768328	5119.579614	4804.804295	4780.829297	5196.359761	5478.717948	5573.244107	
Middle income	MIC	"GDP per capita, PPP (constant 2017 international $)"	NY.GDP.PCAP.PP.KD	12981256	13931486	14473270	14715150	14851546	15936541	16780445	17983386	19516980	19875317	20721041	22428657	23946987	25087337	25724061	26075891	26922611	28548967	29131292	28571653	29429953	30838866	31777656.8	33545662.99	35527428.74	36383463.51	39828591.19	41762016.31	43438310.27	44398677.19	4598.833394	4559.125352	4511.217015	4542.306294	4561.511757	4646.412028	4806.107668	4954.385057	4978.046694	5096.710347	5310.93934	5432.756949	5610.715818	5875.424103	6240.801059	6595.48996	7029.202832	7526.415785	7839.699072	7947.505375	8445.25526	8842.887279	9195.474847	9563.129318	9902.462178	10209.58246	10567.31632	10984.28615	11369.2845	11677.37256	
Middle income	MIC	"GDP per capita, PPP (current international $)"	NY.GDP.PCAP.PP.CD																															2663.81202	2769.537694	2847.399565	2950.413014	3053.511747	3198.534727	3379.727497	3550.927274	3576.809685	3715.23119	3962.220175	4149.76993	4352.756141	4644.96813	5081.490746	5562.338334	6182.73106	6814.691507	7334.972081	7559.061247	8135.540386	8737.970435	9263.075921	9699.274901	9991.765485	10067.92469	10391.50233	10906.29758	11614.32224	12154.24705	
